volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
I,11,,Iceland Falcon,Falco islandus,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19",survey (sources/survey.csv)
I,12,,Iceland Falcon (young),Falco islandus,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19; young",survey (sources/survey.csv)
I,13,,Greenland Falcon,Falco candicans,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19",survey (sources/survey.csv)
I,14,,Greenland Falcon (dark race),Falco candicans,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19",survey (sources/survey.csv)
I,15,,"Greenland Falcon (dark race, young)",Falco candicans,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19; young",survey (sources/survey.csv)
I,16,,Norwegian or Gyr Falcon,Falco gyrfalco,Falco rusticolus,Gyrfalcon,gyrfal,eBird/Clements 2025,Q177688,8069880,E19252A76FC7845B,Falco rusticolus_Gyrfalcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 19",survey (sources/survey.csv)
I,17,,Peregrine Falcon,Falco peregrinus,Falco peregrinus,Peregrine Falcon,perfal,eBird/Clements 2025,Q30535,2481047,C7F1C08CB3F7F2DA,Falco peregrinus_Peregrine Falcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 21",survey (sources/survey.csv)
I,18,,Hobby,Falco subbuteo,Falco subbuteo,Eurasian Hobby,eurhob,eBird/Clements 2025,Q25876,2481035,E91E287A2946B0C9,Falco subbuteo_Eurasian Hobby,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 22",survey (sources/survey.csv)
I,19,,Merlin,Falco æsalon,Falco columbarius,Merlin,merlin,eBird/Clements 2025,Q131918,9813242,F3DA111CC8A6841B,Falco columbarius_Merlin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 24",survey (sources/survey.csv)
I,20,,Orange-legged Hobby,Erythropus vespertinus,Falco vespertinus,Red-footed Falcon,reffal1,eBird/Clements 2025,Q179625,2481062,997A9437E564FCFE,Falco vespertinus_Red-footed Falcon,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 23",survey (sources/survey.csv)
I,21,,Kestrel,Tinnunculus alaudarius,Falco tinnunculus,Eurasian Kestrel,eurkes,eBird/Clements 2025,Q26490,9616058,DCDDC20BDA55E5D3,Falco tinnunculus_Eurasian Kestrel,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 26",survey (sources/survey.csv)
I,22,,Kite or Glede,Milvus regalis,Milvus milvus,Red Kite,redkit1,eBird/Clements 2025,Q156250,5229168,4E76C8C0,Milvus milvus_Red Kite,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 28",survey (sources/survey.csv)
I,23,,Black Kite,Milvus migrans,Milvus migrans,Black Kite,blakit1,eBird/Clements 2025,Q80362,5229167,C1C255AA01C58664,Milvus migrans_Black Kite,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 29",survey (sources/survey.csv)
I,24,,Marsh-Harrier,Circus æruginosus,Circus aeruginosus,Western Marsh Harrier,wemhar1,eBird/Clements 2025,Q26431,2480482,E2A19474E62F83E1,Circus aeruginosus_Eurasian Marsh-Harrier,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 32",survey (sources/survey.csv)
I,25,,Marsh-Harrier (young),Circus æruginosus,Circus aeruginosus,Western Marsh Harrier,wemhar1,eBird/Clements 2025,Q26431,2480482,E2A19474E62F83E1,Circus aeruginosus_Eurasian Marsh-Harrier,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 32; young",survey (sources/survey.csv)
I,26,,Hen-Harrier,Circus cyaneus,Circus cyaneus,Hen Harrier,norhar1,eBird/Clements 2025,Q25572,2480487,F558C7F96E40C134,Circus cyaneus_Hen Harrier,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 33",survey (sources/survey.csv)
I,27,,Ash-coloured Harrier,Circus cinerascens,Circus pygargus,Montagu's Harrier,monhar1,eBird/Clements 2025,Q26574,2480495,63B6412E23CC0D93,Circus pygargus_Montagu's Harrier,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 35",survey (sources/survey.csv)
I,28,,Barn-Owl,Strix flammea,Tyto alba,Western Barn Owl,webowl1,eBird/Clements 2025,,,,Tyto alba_Barn Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 36; eBird splits Barn Owl; the binomial stays with Western Barn Owl",survey (sources/survey.csv)
I,29,,Tawny or Brown Owl,Syrnium aluco,Strix aluco,Tawny Owl,tawowl1,eBird/Clements 2025,Q25756,9282206,612B4380B3AF772A,Strix aluco_Tawny Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 47",survey (sources/survey.csv)
I,30,,Eagle Owl,Bubo maximus,Bubo bubo,Eurasian Eagle-Owl,eueowl1,eBird/Clements 2025,Q130933,5959092,5516AEB347441B72,Bubo bubo_Eurasian Eagle-Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 37",survey (sources/survey.csv)
I,31,,Long-eared Owl,Otus vulgaris,Asio otus,Long-eared Owl,loeowl,eBird/Clements 2025,Q25384,2497306,FC4D40D2D5CEA6BE,Asio otus_Long-eared Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 39",survey (sources/survey.csv)
I,32,,Short-eared Owl,Brachyotus palustris,Asio flammeus,Short-eared Owl,sheowl,eBird/Clements 2025,Q25769,2497295,8F123A11E5DADFDD,Asio flammeus_Short-eared Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 40",survey (sources/survey.csv)
I,33,,Scops Owl,Scops zorca,Otus scops,Eurasian Scops-Owl,eursco1,eBird/Clements 2025,Q171563,2497701,8B9017E833633F09,Otus scops_Eurasian Scops-Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 41",survey (sources/survey.csv)
I,34,,Snowy Owl,Nyctea nivea,Bubo scandiacus,Snowy Owl,snoowl1,eBird/Clements 2025,Q170177,5959143,5B23B360E7DEC4A9,Bubo scandiacus_Snowy Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 43",survey (sources/survey.csv)
I,35,,Hawk Owl,Surnia funerea,Surnia ulula,Northern Hawk Owl,nohowl,eBird/Clements 2025,Q193192,2497894,C2018A5DD8CDB5F5,Surnia ulula_Northern Hawk Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 45",survey (sources/survey.csv)
I,36,,Tengmalm's Owl,Nyctale Tengmalmi,Aegolius funereus,Boreal Owl,borowl,eBird/Clements 2025,Q174466,5739298,8AB4EAF6DBFA02CE,Aegolius funereus_Boreal Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 49",survey (sources/survey.csv)
I,37,,Little Owl,Athene noctua,Athene noctua,Little Owl,litowl1,eBird/Clements 2025,Q129958,2497266,9A7B268C4EF6F803,Athene noctua_Little Owl,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 48",survey (sources/survey.csv)
II,1,,"Nightjar, or Goatsucker",Caprimulgus europæus,Caprimulgus europaeus,Eurasian Nightjar,eurnig1,eBird/Clements 2025,Q26717,8109681,D648523706523437,Caprimulgus europaeus_Eurasian Nightjar,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 51",survey (sources/survey.csv)
II,2,,Red-necked Goatsucker,Caprimulgus ruficollis,Caprimulgus ruficollis,Red-necked Nightjar,rennig1,eBird/Clements 2025,Q1137192,9411857,6CC3D04BF479A2A2,Caprimulgus ruficollis_Red-necked Nightjar,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 52",survey (sources/survey.csv)
II,3,,Swift,Cypselus apus,Apus apus,Common Swift,comswi,eBird/Clements 2025,Q25377,5228676,4E6EF3F983079D73,Apus apus_Common Swift,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 53",survey (sources/survey.csv)
II,4,,Alpine Swift,Cypselus melba,Tachymarptis melba,Alpine Swift,alpswi1,eBird/Clements 2025,,,FA1CAD2906F7C845,Apus melba_Alpine Swift,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed",survey (sources/survey.csv)
II,5,,Swallow,Hirundo rustica,Hirundo rustica,Barn Swallow,barswa,eBird/Clements 2025,Q25429,9515886,58C502EA7AF3E023,Hirundo rustica_Barn Swallow,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 54",survey (sources/survey.csv)
II,6,,House-Martin,Chelidon urbica,Delichon urbicum,Western House-Martin,comhom1,eBird/Clements 2025,,,,Delichon urbicum_Common House-Martin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 57",survey (sources/survey.csv)
II,7,,Sand-Martin,Cotyle riparia,Riparia riparia,Bank Swallow,banswa,eBird/Clements 2025,Q25909,2489160,94A1C447583CB6D2,Riparia riparia_Bank Swallow,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 58",survey (sources/survey.csv)
II,8,,Sand-Martin (young),Cotyle riparia,Riparia riparia,Bank Swallow,banswa,eBird/Clements 2025,Q25909,2489160,94A1C447583CB6D2,Riparia riparia_Bank Swallow,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 58; young",survey (sources/survey.csv)
II,9,,Bee-eater,Merops apiaster,Merops apiaster,European Bee-eater,eubeat1,eBird/Clements 2025,Q170718,2475443,66AA3934DBAD18BC,Merops apiaster_European Bee-eater,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 59",survey (sources/survey.csv)
II,10,,Kingfisher,Alcedo ispida,Alcedo atthis,Common Kingfisher,comkin1,eBird/Clements 2025,Q79915,2475532,9505E03D7416B365,Alcedo atthis_Common Kingfisher,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 61",survey (sources/survey.csv)
II,11,,Roller,Coracias garrula,Coracias garrulus,European Roller,eurrol1,eBird/Clements 2025,Q179367,2475365,7451A628C39538C5,Coracias garrulus_European Roller,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 60",survey (sources/survey.csv)
II,12,,Hoopoe,Upupa epops,Upupa epops,Common Hoopoe,hoopoe,eBird/Clements 2025,Q25247,2498415,FA2F9125,Upupa epops_Eurasian Hoopoe,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 238",survey (sources/survey.csv)
II,13,,Great Grey Shrike,Lanius excubitor,Lanius excubitor,Great Gray Shrike,norshr1,eBird/Clements 2025,Q184508,2492858,61C2E0E1,Lanius excubitor_Great Gray Shrike,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 66",survey (sources/survey.csv)
II,14,,Rose-breasted Shrike,Lanius minor,Lanius minor,Lesser Gray Shrike,legshr2,eBird/Clements 2025,Q239393,2492854,8852337B06E8A14E,Lanius minor_Lesser Gray Shrike,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 68",survey (sources/survey.csv)
II,15,,Butcher-bird,Enneoctonus collurio,Lanius collurio,Red-backed Shrike,rebshr1,eBird/Clements 2025,Q26671,7745240,F2CEFD1A4EA5F608,Lanius collurio_Red-backed Shrike,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 69",survey (sources/survey.csv)
II,16,,Woodchat,Enneoctonus rufus,Lanius senator,Woodchat Shrike,wooshr1,eBird/Clements 2025,Q235052,2492867,7E70D490A6476D16,Lanius senator_Woodchat Shrike,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 70",survey (sources/survey.csv)
II,17,,Pied Flycatcher,Muscicapa atricapilla,Ficedula hypoleuca,European Pied Flycatcher,eupfly1,eBird/Clements 2025,Q27442,2492606,6E352E1870A195B7,Ficedula hypoleuca_European Pied Flycatcher,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 63",survey (sources/survey.csv)
II,18,,White-collared Flycatcher,Muscicapa collaris,Ficedula albicollis,Collared Flycatcher,colfly1,eBird/Clements 2025,Q690826,2492601,0B2F80584ED0F07E,Ficedula albicollis_Collared Flycatcher,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 63",survey (sources/survey.csv)
II,19,,Spotted Flycatcher,Butalis grisola,Muscicapa striata,Spotted Flycatcher,spofly1,eBird/Clements 2025,Q26607,2492576,EE8206E703914D22,Muscicapa striata_Spotted Flycatcher,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 65",survey (sources/survey.csv)
II,20,,Red-breasted Flycatcher,Erythrosterna parva,Ficedula parva,Red-breasted Flycatcher,rebfly,eBird/Clements 2025,Q241499,2492605,6A3CA06B2496B003,Ficedula parva_Red-breasted Flycatcher,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 64",survey (sources/survey.csv)
II,21,,Waxen Chatterer,Ampelis garrulus,Bombycilla garrulus,Bohemian Waxwing,bohwax,eBird/Clements 2025,Q26135,2484605,AEF821EC4625150E,Bombycilla garrulus_Bohemian Waxwing,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 160",survey (sources/survey.csv)
II,22,,Nuthatch,Sitta cæsia,Sitta europaea,Eurasian Nuthatch,eurnut2,eBird/Clements 2025,Q156767,2484916,9C2B53A087F44E10,Sitta europaea_Eurasian Nuthatch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 234",survey (sources/survey.csv)
II,23,,Great Tit,Parus major,Parus major,Great Tit,gretit1,eBird/Clements 2025,Q25485,9705453,7296BC772F2643AD,Parus major_Great Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 150",survey (sources/survey.csv)
II,24,,Blue Tit,Parus cæruleus,Cyanistes caeruleus,Eurasian Blue Tit,blutit,eBird/Clements 2025,Q25404,2487879,9BE53D340F9A4305,Cyanistes caeruleus_Eurasian Blue Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 154",survey (sources/survey.csv)
II,25,,Coal Tit,Parus ater,Periparus ater,Coal Tit,coatit2,eBird/Clements 2025,Q191096,2487871,166CD4402D4A416B,Periparus ater_Coal Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 155",survey (sources/survey.csv)
II,26,,Crested Tit,Parus cristatus,Lophophanes cristatus,Crested Tit,cretit2,eBird/Clements 2025,Q207831,2487883,E553193354C74B21,Lophophanes cristatus_Crested Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 156",survey (sources/survey.csv)
II,27,,Marsh Tit,Pœcile palustris,Poecile palustris,Marsh Tit,martit2,eBird/Clements 2025,Q207838,2487843,523763E55D4A8153,Poecile palustris_Marsh Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 155",survey (sources/survey.csv)
II,28,,Long-tailed Tit,Mecistura caudata,Aegithalos caudatus,Long-tailed Tit,lottit1,eBird/Clements 2025,Q170831,2495000,547163C22167E31B,Aegithalos caudatus_Long-tailed Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 157",survey (sources/survey.csv)
II,29,,Long-tailed Tit (young),Mecistura caudata,Aegithalos caudatus,Long-tailed Tit,lottit1,eBird/Clements 2025,Q170831,2495000,547163C22167E31B,Aegithalos caudatus_Long-tailed Tit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 157; young",survey (sources/survey.csv)
II,30,,Bearded Tit,Calamophilus biarmicus,Panurus biarmicus,Bearded Reedling,bearee1,eBird/Clements 2025,Q192817,2493367,7D59F91D9548DCE7,Panurus biarmicus_Bearded Reedling,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 158",survey (sources/survey.csv)
II,31,,Golden Oriole,Oriolus galbula,Oriolus oriolus,Eurasian Golden Oriole,eugori2,eBird/Clements 2025,Q25388,2488949,92A772BB,Oriolus oriolus_Eurasian Golden Oriole,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 71",survey (sources/survey.csv)
II,32,,Thrush,Turdus musicus,Turdus philomelos,Song Thrush,sonthr1,eBird/Clements 2025,Q26349,7901064,D929EB214A698282,Turdus philomelos_Song Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 78",survey (sources/survey.csv)
II,33,,Missel-Thrush,Turdus viscivorus,Turdus viscivorus,Mistle Thrush,misthr1,eBird/Clements 2025,Q178942,2490774,A95B43F1E9D10296,Turdus viscivorus_Mistle Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 77",survey (sources/survey.csv)
II,34,,Redwing,Turdus iliacus,Turdus iliacus,Redwing,redwin,eBird/Clements 2025,Q184825,2490781,A8A85BCF1AFB7BBD,Turdus iliacus_Redwing,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 78",survey (sources/survey.csv)
II,35,,Fieldfare,Turdus pilaris,Turdus pilaris,Fieldfare,fieldf,eBird/Clements 2025,Q25777,2490737,D120D5A070E8123C,Turdus pilaris_Fieldfare,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 76",survey (sources/survey.csv)
II,36,,Black-throated Thrush,Turdus atrogularis,Turdus atrogularis,Black-throated Thrush,datthr1,eBird/Clements 2025,Q80780,4408790,AECDBFFA55C87E24,Turdus atrogularis_Black-throated Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 75",survey (sources/survey.csv)
II,37,,Blackbird,Merula vulgaris,Turdus merula,Eurasian Blackbird,eurbla,eBird/Clements 2025,Q25234,2490719,6D7A9C93AD1830EB,Turdus merula_Eurasian Blackbird,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 72",survey (sources/survey.csv)
II,38,,Ring-Ouzel,Merula torquata,Turdus torquatus,Ring Ouzel,rinouz1,eBird/Clements 2025,Q26641,7865305,CE71B4FF837F276A,Turdus torquatus_Ring Ouzel,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 73",survey (sources/survey.csv)
II,39,,White's Thrush,Oreocincla aurea,Zoothera aurea,White's Thrush,scathr2,eBird/Clements 2025,Q949662,4408785,8E267A2656A555F5,Zoothera aurea_White's Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 81",survey (sources/survey.csv)
II,40,,Siberian Thrush,Cichloselys sibiricus,Geokichla sibirica,Siberian Thrush,sibthr1,eBird/Clements 2025,Q258964,6100888,E7163B81013F6CCC,Geokichla sibirica_Siberian Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 82",survey (sources/survey.csv)
II,41,,"Water-Ouzel, or Dipper",Cinclus aquaticus,Cinclus cinclus,White-throated Dipper,whtdip1,eBird/Clements 2025,Q201831,2495093,FDECE3B9278A17EC,Cinclus cinclus_White-throated Dipper,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 83",survey (sources/survey.csv)
II,42,,Black-bellied Water-Ouzel,Cinclus melanogaster,Cinclus cinclus,White-throated Dipper,whtdip1,eBird/Clements 2025,Q201831,2495093,FDECE3B9278A17EC,Cinclus cinclus_White-throated Dipper,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 83; subspecies plate",survey (sources/survey.csv)
II,43,,Blue Rock-Thrush,Petrocossyphus cyanus,Monticola solitarius,Blue Rock-Thrush,burthr,eBird/Clements 2025,Q152144,2490955,41D76F4B19ACB4BD,Monticola solitarius_Blue Rock-Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 87",survey (sources/survey.csv)
II,44,,Rock-Thrush,Petrocincla saxatilis,Monticola saxatilis,Rufous-tailed Rock-Thrush,rtrthr1,eBird/Clements 2025,Q235057,2490956,736D38E7F9967842,Monticola saxatilis_Rufous-tailed Rock-Thrush,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 86",survey (sources/survey.csv)
II,45,,Wheatear,Saxicola œnanthe,Oenanthe oenanthe,Northern Wheatear,norwhe,eBird/Clements 2025,Q26420,5231240,DF526047637004DD,Oenanthe oenanthe_Northern Wheatear,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 90",survey (sources/survey.csv)
II,46,,Whinchat,Saxicola rubetra,Saxicola rubetra,Whinchat,whinch1,eBird/Clements 2025,Q155869,2492521,A0EDAEA2E89A9A96,Saxicola rubetra_Whinchat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 93",survey (sources/survey.csv)
